asin,imUrl,description,categories,title,price,salesRank,related,brand,main_category,text
B0002IEEGQ,http://ecx.images-amazon.com/images/I/51GFV%2BXor%2BL._SY300_.jpg,Dynamat 11905 HOODLINER 32IN X 54IN.,"[['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories']]",Dynamat 11905 HOODLINER 32IN X 54IN,66.28,,"{'also_bought': ['B0007WTE08', 'B00020CB2S', 'B002WP362U', 'B000P2ZUWG', 'B006YLO52S'], 'bought_together': ['B0007WTE08', 'B00020CB2S'], 'buy_after_viewing': ['B00069QLVC', 'B000WQOR4C', 'B0007WTE08', 'B00020CB2S']}",,Audio & Video Accessories,Dynamat 11905 HOODLINER 32IN X 54IN Dynamat 11905 HOODLINER 32IN X 54IN. Audio & Video Accessories
B003VOW5WI,http://ecx.images-amazon.com/images/I/31Su3l2608L._SX300_.jpg,"Satisfy all your cellular phone needs with the Wireless Extenders YX545 zBoost zP Wireless Booster, which works with both cellular frequencies (800 and 1900 MHz) and can extend cellular coverage up to 3000 square feet. This unit can handle signals from all the major cellular carriers.* The package includes everything you need: amplifier base Mini-RG59 cable, signal antenna and mounting hardware. The omni-directional signal antenna receives signals from multiple cell towers.*The use of radio distribution equipment that enhances, extends or amplifies a wireless signal may be prohibited without the consent of the wireless carrier upon whose network such equipment will be used. You should consult with your carrier before purchasing such equipment to use with that carrier&rsquo;s service.Improve your cell signal with the dual-band YX545--perfect for boosting signal  frequencies up to 2500 square feet.Using a revolutionary, patent pending technology that protects the carrier network, the YX545 improves indoor cell phone coverage by capturing and repeating the outside signal, bringing it into the building and enhancing it. This process creates a ""Cell Zone"" in your home or office.Clickhereto see a PDF overview of setting up the Wireless Booster.The Wireless Extenders zBoost system includes:Outdoor antenna (repeats the signal) can be installed outdoors above the roofline or indoors in the attic or near a windowCoax cable (Mini-RG59) connects from the outdoor antenna to the base unitBase unit: Sleekly designed, it amplifies the signal and provides oscillation detection/correction which protects the carrier network using patent-pending technology.Indoor antenna connects to the base unit to repeat the signal and create ""Cell Zone""--no physical connection to the phone is needed.InstallationChoosing the best location for installation of the Signal Antenna provides the best performance and the largest area of improved signal. Determine the location that provides the strongest signal using the signal strength indicator on your cell phone. For the best reception, find the location that provides the most bars of signal strength and locate the Signal Antenna at that location.SpecificationsPCS BandFrequency:Uplink: 1850 to 1910 MHz | Downlink: 1930 to 1990 MHzSystem Gain:60dBPCS band supported:A, D, B, E, F, CNetworks:CDMA, GSM, GPRS, EDGE, EVDO, 1xRTT, UMTS, HSPA, 3GCellular BandFrequency:Uplink: 824 to 849 MHz | Downlink: 869 to 894 MHzSystem Gain:60dBPCS band supported:A, B, A', B'Networks:CDMA, GSM, GPRS, EDGE, EVDO, 1xRTT, UMTS, HSPA, 3GGeneralCoverage (open areas):Up to 3,000 square feetDimensions:5 x 7 x 1.25 inchesWeight:9 ouncesPower consumption:3W standby; 7W max signal; 2.0A Max","[['Cell Phones & Accessories', 'Accessories', 'Signal Boosters'], ['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]","zBoost ZB545 SOHO Dual-Band Cell Phone Signal Booster for Home and Office up to 2,500 sq. ft. of Coverage",210.99,{'Cell Phones & Accessories': 961},"{'also_bought': ['B0028Y4BL0', 'B002GU5XKO', 'B003N3HDAQ', 'B00ENCTUD4', 'B003TORU7U', 'B0028Y4BLU', 'B002GU5XKE', 'B0011GI94Q', 'B003D1QPHK', 'B006MGPIVC', 'B002DV4JTM', 'B00061UISM', 'B000BFZVWG', 'B00ACC0P0Q', 'B00I9I67Z2', 'B003FVX8GE', 'B0002E35WO', 'B00E98O7GC', 'B008X3JHJQ', 'B009GPU2P8', 'B00EHBERSE', 'B008ABLJC4'], 'bought_together': ['B002GU5XKO', 'B0028Y4BL0'], 'buy_after_viewing': ['B0014KOB6Y', 'B00HWX16GU', 'B00JJ2C0S0', 'B0023RRCP4']}",Wireless Extenders,Audio & Video Accessories,"zBoost ZB545 SOHO Dual-Band Cell Phone Signal Booster for Home and Office up to 2,500 sq. ft. of Coverage Satisfy all your cellular phone needs with the Wireless Extenders YX545 zBoost zP Wireless Booster, which works with both cellular frequencies (800 and 1900 MHz) and can extend cellular coverage up to 3000 square feet. This unit can handle signals from all the major cellular carriers.* The package includes everything you need: amplifier base Mini-RG59 cable, signal antenna and mounting hardware. The omni-directional signal antenna receives signals from multiple cell towers.*The use of radio distribution equipment that enhances, extends or amplifies a wireless signal may be prohibited without the consent of the wireless carrier upon whose network such equipment will be used. You should consult with your carrier before purchasing such equipment to use with that carrier&rsquo;s service.Improve your cell signal with the dual-band YX545--perfect for boosting signal  frequencies up to 2500 square feet.Using a revolutionary, patent pending technology that protects the carrier network, the YX545 improves indoor cell phone coverage by capturing and repeating the outside signal, bringing it into the building and enhancing it. This process creates a ""Cell Zone"" in your home or office.Clickhereto see a PDF overview of setting up the Wireless Booster.The Wireless Extenders zBoost system includes:Outdoor antenna (repeats the signal) can be installed outdoors above the roofline or indoors in the attic or near a windowCoax cable (Mini-RG59) connects from the outdoor antenna to the base unitBase unit: Sleekly designed, it amplifies the signal and provides oscillation detection/correction which protects the carrier network using patent-pending technology.Indoor antenna connects to the base unit to repeat the signal and create ""Cell Zone""--no physical connection to the phone is needed.InstallationChoosing the best location for installation of the Signal Antenna provides the best performance and the largest area of improved signal. Determine the location that provides the strongest signal using the signal strength indicator on your cell phone. For the best reception, find the location that provides the most bars of signal strength and locate the Signal Antenna at that location.SpecificationsPCS BandFrequency:Uplink: 1850 to 1910 MHz | Downlink: 1930 to 1990 MHzSystem Gain:60dBPCS band supported:A, D, B, E, F, CNetworks:CDMA, GSM, GPRS, EDGE, EVDO, 1xRTT, UMTS, HSPA, 3GCellular BandFrequency:Uplink: 824 to 849 MHz | Downlink: 869 to 894 MHzSystem Gain:60dBPCS band supported:A, B, A', B'Networks:CDMA, GSM, GPRS, EDGE, EVDO, 1xRTT, UMTS, HSPA, 3GGeneralCoverage (open areas):Up to 3,000 square feetDimensions:5 x 7 x 1.25 inchesWeight:9 ouncesPower consumption:3W standby; 7W max signal; 2.0A Max Audio & Video Accessories"
B0002J2B24,http://ecx.images-amazon.com/images/I/51EMVFe11-L._SY300_.jpg,"This Soundgate interface allows one auxiliary source to input directly into the factory CD changer port. It can be used with LandRover 2000-2004 & many BMW vehicles 1996-2004. It is the perfect way to hook up your DVD, MP3, satellite radio & game consoles into your factory cd changer.","[['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories']]",SOUNDGATE AUXBMWV2/AUXBMW Auxiliary Interface (96-04 BMW),,,,,Audio & Video Accessories,"SOUNDGATE AUXBMWV2/AUXBMW Auxiliary Interface (96-04 BMW) This Soundgate interface allows one auxiliary source to input directly into the factory CD changer port. It can be used with LandRover 2000-2004 & many BMW vehicles 1996-2004. It is the perfect way to hook up your DVD, MP3, satellite radio & game consoles into your factory cd changer. Audio & Video Accessories"
B004GB8718,http://ecx.images-amazon.com/images/I/319KjzvxV6L._SX300_.jpg,"Motorola S10-HD - The Only Universal BLUETOOTH STEREO HEADPHONES designed to go from WORKING OUT to HANGING OUT - Best with Apple iPhone 3G/3GS and iPhone 4Sweat Proof for Action- Hydrophobic mesh, silicone seals and encased speakers work together in this new sweat proof design that keeps moisture out and the music flowing.High Definition Audio- Amazingly rich sound from the advanced acoustic design, digital tuning and enhanced bass.Iconic Low Profile Design- This comfortble design has a perfectly placed, easy to operate buttons that allow you to control your music and answer calls effortlessly.Compatibility:- iPhone 3G- iPhone 3GS- iPhone 4What's in the Box:- S10-HD Headphones- 4 Sizes of Ear Cushions- Wall Charger- Quick Start Guide","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]","Motorola High Definition Sweat Proof Bluetooth Stereo Headphones for Apple iPhone 3G, 3GS and iPhone 4",65.04,,"{'also_viewed': ['B004QWOSLK', 'B009M27MB2', 'B00G6H5N7Q', 'B00DNJORL8', 'B00I16BXOC', 'B000NKCO5Q', 'B006K55748', 'B008DKCVQU', 'B006B9GRM4', 'B00CA7FR90', 'B00AFGP5MM', 'B005PVXIVM', 'B005FVNHBI', 'B00DIL8MFI', 'B00DDCHIM0', 'B00DV9O0GC', 'B00480OQAI', 'B0002SYC5O', 'B002BH3I9U', 'B007MC6WGK', 'B003H83XP6', 'B00BOZAU2I', 'B00H0CV9TM', 'B00DIOAM4Y', 'B008MNDI0G', 'B00E4JX5E6', 'B005C2A34E', 'B00DZTJKYU', 'B00JEYQKCA', 'B00HK8V694', 'B00JA5JY8K', 'B0055V0X7O', 'B00DOGD7PW', 'B00BV1GA9M', 'B005B28DOM', 'B00DIOALPE', 'B00E92LJNM', 'B0047Y1HMK', 'B00B196IB4', 'B00H0D7RG0', 'B00HK8V6CQ', 'B007003IO8', 'B00JA5JYR6', 'B00AIRUOI8', 'B00E9HTBU0', 'B00IG5O3UY', 'B008EOXXFI', 'B009S4FKTA', 'B00E5HXJEI', 'B0049BW1GM', 'B00689GJE8', 'B008MUY48E', 'B0095P2F1S', 'B00ISRUFXY', 'B004477D00', 'B0092MD7CK', 'B0052YFYFK', 'B00BCIJJEM'], 'buy_after_viewing': ['B004QWOSLK', 'B009M27MB2', 'B009A5204K', 'B00AIRUOI8']}",Motorola,Audio & Video Accessories,"Motorola High Definition Sweat Proof Bluetooth Stereo Headphones for Apple iPhone 3G, 3GS and iPhone 4 Motorola S10-HD - The Only Universal BLUETOOTH STEREO HEADPHONES designed to go from WORKING OUT to HANGING OUT - Best with Apple iPhone 3G/3GS and iPhone 4Sweat Proof for Action- Hydrophobic mesh, silicone seals and encased speakers work together in this new sweat proof design that keeps moisture out and the music flowing.High Definition Audio- Amazingly rich sound from the advanced acoustic design, digital tuning and enhanced bass.Iconic Low Profile Design- This comfortble design has a perfectly placed, easy to operate buttons that allow you to control your music and answer calls effortlessly.Compatibility:- iPhone 3G- iPhone 3GS- iPhone 4What's in the Box:- S10-HD Headphones- 4 Sizes of Ear Cushions- Wall Charger- Quick Start Guide Audio & Video Accessories"
B003VJKMD2,http://ecx.images-amazon.com/images/I/31v3BTTqBnL._SX300_.jpg,"From the Award winning brand, SoundMagic, comes the MP21 in ear headphones with Microphone for MP3, MP4, and Cellular phones. Built with a robust construction, and super comfortable in-ear fit. The microphone is attached to cable For easy hands free talking while you drive or when youre on the go.  With Well balanced, Accurate sound, and high rich musical detials, make this the perfect hands free solution. Also Perfect for Skype or other VoIP Connections. Specifications: Transducers Micro Balanced Armature, Frequency range 15Hz - 22kHz, DC resistance 12+10% OhmsOhms, Sensitivity 97 + 2 dB at 1 Khz/mW, Maximum input power 20mW, Cable Length 1.2m, Connection Stereo 3.5mm angled gold-plated, weight 8g. Microphone Spes: Frequency range: 20 Hz-16 KHz, Sensitivity: 58+ 2dB at 1 KHz/mW.","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]","SoundMagic MP21 In-Ear Headphones for MP3 Player, iPhone 4/4S, iPad 2, and other Smartphones",31.89,,"{'also_viewed': ['B005HP3OB0', 'B0075LFKI4', 'B005HP3PNM', 'B007BY3PBY', 'B00INF5IU6', 'B005HJ38OO', 'B0041BYSVG', 'B007BY3PBE', 'B00E952W12', 'B00C30HUQ2', 'B005M1KO1C', 'B004LX8Y0U', 'B00G4UQ6U8', 'B008X8HZZO', 'B004I5FL1G', 'B001V9LPT4', 'B007S6U14E', 'B00591GIMY', 'B001EZYMF4', 'B00788VXJY', 'B00788YU6M', 'B00E38BP6I', 'B00ISL3PPU', 'B004K09H32', 'B005W1D6ZS', 'B005AUTSOY', 'B000XP8DJC', 'B000XPG2QI', 'B005BHIZ7M', 'B00CPP2G64', 'B005M7AVLO', 'B003EM8008', 'B00E4LGVUO', 'B0038W0K2K', 'B00E38BP40', 'B007136E0O', 'B004QOA93E', 'B004XXQI1U', 'B0073YC5ZE', 'B004RE3YU8', 'B007WQ9LSC', 'B008PEVH0K', 'B008X9Q0JK', 'B004PNZFZ8', 'B0094R4POC', 'B0043WCH66', 'B003XU6H8I'], 'buy_after_viewing': ['B005HP3OB0', 'B0075LFKI4', 'B003EM8008', 'B0038W0K2K']}",,Audio & Video Accessories,"SoundMagic MP21 In-Ear Headphones for MP3 Player, iPhone 4/4S, iPad 2, and other Smartphones From the Award winning brand, SoundMagic, comes the MP21 in ear headphones with Microphone for MP3, MP4, and Cellular phones. Built with a robust construction, and super comfortable in-ear fit. The microphone is attached to cable For easy hands free talking while you drive or when youre on the go.  With Well balanced, Accurate sound, and high rich musical detials, make this the perfect hands free solution. Also Perfect for Skype or other VoIP Connections. Specifications: Transducers Micro Balanced Armature, Frequency range 15Hz - 22kHz, DC resistance 12+10% OhmsOhms, Sensitivity 97 + 2 dB at 1 Khz/mW, Maximum input power 20mW, Cable Length 1.2m, Connection Stereo 3.5mm angled gold-plated, weight 8g. Microphone Spes: Frequency range: 20 Hz-16 KHz, Sensitivity: 58+ 2dB at 1 KHz/mW. Audio & Video Accessories"
B00012EYOA,http://ecx.images-amazon.com/images/I/41EM5V19QML._SX300_.jpg,"MAXELL VP-BP, MOTORIZED VHS-C ADAPTER","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]",Motorized VHS-C Adapter,7.77,,"{'buy_after_viewing': ['B00012F6A6', 'B00009UHH2']}",,Audio & Video Accessories,"Motorized VHS-C Adapter MAXELL VP-BP, MOTORIZED VHS-C ADAPTER Audio & Video Accessories"
B0006N41GA,http://ecx.images-amazon.com/images/I/41z5VLVtgRL._SY300_.jpg,FMODs&#8482; feature a 12 dB per octave crossover slope and are compatible with all RCA type input amps. Sold in pairs.,"[['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories']]",FMOD Crossover Pair 150 Hz Low Pass,25.9,,"{'also_viewed': ['B0006N41FG', 'B0006N41EM', 'B0002KRCIG', 'B004GE68IO', 'B009D9KHZ2', 'B0006N41DS', 'B0041ES1TS', 'B004GE6BZO', 'B00C2P61FO', 'B00FNI3N4Y', 'B0049P6OTI'], 'buy_after_viewing': ['B0006N41GU', 'B0006N41FG', 'B0006N41EM', 'B0002KRCIG']}",,Audio & Video Accessories,FMOD Crossover Pair 150 Hz Low Pass FMODs&#8482; feature a 12 dB per octave crossover slope and are compatible with all RCA type input amps. Sold in pairs. Audio & Video Accessories
B007KNU7HG,http://ecx.images-amazon.com/images/I/61ccsyWQ5bL._SY300_.jpg,"This part is brand new, purchased as OEM excess. It has not been harvested, rebuilt or modified in any way. ShopJimmy recommends ordering by part number whenever possible. Often times there are TV models that use more than one set of parts and/or panels.","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]",Vizio CBPF9D1KZ1 Main Board for VT420M,,,,,Audio & Video Accessories,"Vizio CBPF9D1KZ1 Main Board for VT420M This part is brand new, purchased as OEM excess. It has not been harvested, rebuilt or modified in any way. ShopJimmy recommends ordering by part number whenever possible. Often times there are TV models that use more than one set of parts and/or panels. Audio & Video Accessories"
B0034IRSA0,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,SPEAKER (L),"[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]",Sharp RSP-ZA379WJZZ SPEAKER-L,,,,,Audio & Video Accessories,Sharp RSP-ZA379WJZZ SPEAKER-L SPEAKER (L) Audio & Video Accessories
B00FINABNA,http://ecx.images-amazon.com/images/I/413z%2BOzpvaL._SX300_.jpg,No description,"[['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories']]",Goodies&reg; Ipod Iphone Cable Adaptor for Bose Wave Music/ Soundlink/ Wave Radio System,,,"{'also_viewed': ['B005C1BAGA', 'B007ZG03DG']}",,Audio & Video Accessories,Goodies&reg; Ipod Iphone Cable Adaptor for Bose Wave Music/ Soundlink/ Wave Radio System  Audio & Video Accessories
B00JMOWXWS,http://ecx.images-amazon.com/images/I/41Qx9Jw5sTL._SX300_.jpg,"Speaker Adapters

Connects Speakers to Factory Harness without cutting wires!  Speed up and clean up your install.

This auction is for a pair of them.  You'll get what is in the picture.","[['Electronics', 'Car & Vehicle Electronics', 'Vehicle Electronics Accessories', 'Audio & Video Accessories']]",1990-2006 Dodge Neon Ram Pickup 2500 3500 Stratus Van Eagle Vision Jeep Cherokeee Wrangler Speaker Harness for Speaker Installation,5.99,,"{'also_viewed': ['B0007WTEVM', 'B0002BEQWK', 'B004HD56QE', 'B008CPKC5I', 'B0002BEUZ8', 'B00I3P0WCK', 'B00032AY88', 'B0002BF0DE', 'B000P0PF8C', 'B002BZE36E', 'B00026BMBI', 'B00022OBO2', 'B000NWEJWA', 'B00A0LZHYS', 'B007ZDCGVG', 'B0007KPRK6', 'B003KN2TF8', 'B004K57Q8A', 'B00029X1O6', 'B00032AY4M', 'B000P0NJOO', 'B000P0PF9G', 'B0002BEPJY', 'B002BZFSYA', 'B001FAM3W2', 'B000P0NJPS', 'B001TDKJUI', 'B0002BBP7Y', 'B001GQ2QUO', 'B008P2GPH2', 'B002QLBJXI', 'B001OAB6BW', 'B00IK0MGYK', 'B002C8AFEE', 'B00A0LXRL8', 'B00JMQDIUC', 'B00BF6HWCM', 'B009HWKEA8', 'B004PKIQWA', 'B004S50ZDA', 'B000230LC2', 'B000MIT5VA', 'B008X9YIZ8', 'B0002BG6NW', 'B002KOME7G', 'B006C4ETM8', 'B004H8FTQG', 'B00BF6HVG4', 'B004K4VSCG', 'B005GINKRQ', 'B008M2HWZ4', 'B000WJ64O0', 'B002CMUL30', 'B006KKS7XQ', 'B0002BESGE', 'B0071LSAR6', 'B0032FOK1K', 'B0051GN8JI'], 'buy_after_viewing': ['B0007WTEVM', 'B0002BEQWK']}",,Audio & Video Accessories,"1990-2006 Dodge Neon Ram Pickup 2500 3500 Stratus Van Eagle Vision Jeep Cherokeee Wrangler Speaker Harness for Speaker Installation Speaker Adapters

Connects Speakers to Factory Harness without cutting wires!  Speed up and clean up your install.

This auction is for a pair of them.  You'll get what is in the picture. Audio & Video Accessories"
B00ANH1A68,http://ecx.images-amazon.com/images/I/41Bi%2BJyQBgL._SY300_.jpg,Earpods with Crystal Case,"[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]",Earpods with Remote &amp; Mic MP3 iPhone 5 Earphones Headphones,17.89,,{'buy_after_viewing': ['B0097BEG1C']},,Audio & Video Accessories,Earpods with Remote &amp; Mic MP3 iPhone 5 Earphones Headphones Earpods with Crystal Case Audio & Video Accessories
B007QV2UNG,http://ecx.images-amazon.com/images/I/31utt9UkrLL.jpg,"&#x2022;Set contains one piece impact hex drivers, 6'' Length in sizes 4-8, 10 and 12mm","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories']]",Grey Pneumatic Corp. 1267MH 3/8 Drive 7 Piece 6 Length Metric Hex Driver Set,80.2,,{'also_viewed': ['B007QV9VXS']},,Audio & Video Accessories,"Grey Pneumatic Corp. 1267MH 3/8 Drive 7 Piece 6 Length Metric Hex Driver Set &#x2022;Set contains one piece impact hex drivers, 6'' Length in sizes 4-8, 10 and 12mm Audio & Video Accessories"
B00CHSYR1G,http://ecx.images-amazon.com/images/I/41YZBMBCGBL._SX300_.jpg,"Connect your iPod to multimedia speakers, car stereos, and a host of other audio products with this retractable cable. The cord, which includes a single 3.5 mm male connector on each end, measures 2.8 feet long when fully extended. More importantly, the cord offers a fast and easy way to extend your audio player connection beyond a few inches. Simply plug one end into your iPod's 3.5 mm headphone jack and the other into the auxiliary input of your preferred audio device, such as a car stereo or boombox. Once connected, you'll enjoy a full range of audio options. Plus, when you're not using the cord, it retracts into its slim housing for storage. The cable is backed by a 90-day warranty.","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables']]",I-kool Auxiliary Black Retractable Cable 3.5 for MP3 and Ipad use,6.99,,"{'also_viewed': ['B000ALY22Q'], 'buy_after_viewing': ['B000TMI17I', 'B0085OHDF8', 'B00CIQZ1KS', 'B005UNFRU0']}",,Audio Cables,"I-kool Auxiliary Black Retractable Cable 3.5 for MP3 and Ipad use Connect your iPod to multimedia speakers, car stereos, and a host of other audio products with this retractable cable. The cord, which includes a single 3.5 mm male connector on each end, measures 2.8 feet long when fully extended. More importantly, the cord offers a fast and easy way to extend your audio player connection beyond a few inches. Simply plug one end into your iPod's 3.5 mm headphone jack and the other into the auxiliary input of your preferred audio device, such as a car stereo or boombox. Once connected, you'll enjoy a full range of audio options. Plus, when you're not using the cord, it retracts into its slim housing for storage. The cable is backed by a 90-day warranty. Audio Cables"
B008D279JM,http://ecx.images-amazon.com/images/I/51tbKfip2XL._SY300_.jpg,"16 Channel 50' XLR Snake Cable (XLR & TRS Returns) - Model #: SALS-16x8x50, Sends: 16 XLR Connectors, Returns (Box): 8 XLR Connectors paralleled with 1/4"" TRS, Returns (Fantail): 8 Connectors (4 XLR and 4 TRS), Length: 50 Feet, Weight: 28.5 lbs., Condition: NEW, Fantail and stage box are both clearly numerically labeled, Fantail is color coded as well, 100% individually shielded pairs, 22 gauge heavy duty conductors, Heavy duty steel stage box with handle, High quality XLR connectors at both ends, Heavy duty strain relief at both ends, One Year Warranty. Great for studio or live performances. These snakes provide maximum flexibility by offering both XLR and 1/4"" connections for the returns. High quality XLR connections, easy to read color coded wires on the fantail. Rugged steel box to withstand the rigors of the road. 22g Oxygen-Free Copper (OFC) conductors for enhanced signal clarity and superior RF rejection.","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables']]","Seismic Audio - SALS-16x8x50 - 16 Channel 50' Pro Stage XLR Snake Cable (XLR &amp; 1/4&quot; TRS Returns) for Recording, Stage, Studio use",217.6,{'Musical Instruments': 65227},"{'also_viewed': ['B0051I6XL6', 'B005CBFVTC', 'B004508Q66', 'B004RV6PBG', 'B00119VI9Q', 'B005CBEMYM', 'B004RV30N2', 'B00HCIC8H6', 'B005CBFWQY', 'B00IKVCUC2', 'B004RV9JTG', 'B0051I6Y8S', 'B001J1O0QE', 'B009DND200', 'B00450E5S4', 'B003YVT2G0', 'B008D27A1Y', 'B004RVFGSY', 'B008I5QXDW', 'B00IKVCWBQ', 'B00IKVCYI2', 'B007CNDAR8', 'B008D27988', 'B007CNDAX2', 'B0018L2O72', 'B004353NEI', 'B00450BX8O', 'B004508Q1G', 'B000RKL8R2', 'B004IL4PVC', 'B004HI3620', 'B00546PN70', 'B004RV3OHO', 'B000M8ODBC', 'B000RZEMPW', 'B0000AQRSU', 'B00IKVCVCG', 'B0051I6XRU', 'B003YIVG1W', 'B00BL7MN8S', 'B000CCSWPQ', 'B000KUA8G6', 'B008B8MVA0', 'B00AG472FQ', 'B0051I6X52', 'B001U70FQ6', 'B0085AO1ZM', 'B004443DZ2', 'B000068NW5', 'B004HHXJDM', 'B00HCJU1B0', 'B000068O4K', 'B003YVOWSS', 'B0002D017M', 'B008I5QVB6', 'B00450E5VG'], 'buy_after_viewing': ['B0051I6XL6', 'B005CBFVTC', 'B0051I6XRU', 'B004RQ7YZM']}",Seismic Audio,Audio Cables,"Seismic Audio - SALS-16x8x50 - 16 Channel 50' Pro Stage XLR Snake Cable (XLR &amp; 1/4&quot; TRS Returns) for Recording, Stage, Studio use 16 Channel 50' XLR Snake Cable (XLR & TRS Returns) - Model #: SALS-16x8x50, Sends: 16 XLR Connectors, Returns (Box): 8 XLR Connectors paralleled with 1/4"" TRS, Returns (Fantail): 8 Connectors (4 XLR and 4 TRS), Length: 50 Feet, Weight: 28.5 lbs., Condition: NEW, Fantail and stage box are both clearly numerically labeled, Fantail is color coded as well, 100% individually shielded pairs, 22 gauge heavy duty conductors, Heavy duty steel stage box with handle, High quality XLR connectors at both ends, Heavy duty strain relief at both ends, One Year Warranty. Great for studio or live performances. These snakes provide maximum flexibility by offering both XLR and 1/4"" connections for the returns. High quality XLR connections, easy to read color coded wires on the fantail. Rugged steel box to withstand the rigors of the road. 22g Oxygen-Free Copper (OFC) conductors for enhanced signal clarity and superior RF rejection. Audio Cables"
B00DK435XW,http://ecx.images-amazon.com/images/I/51yXxxYaHYL._SY300_.jpg,"12 Gauge 50 Foot Blue Speakon to Speakon Professional Speaker Cable - 12AWG 2 Conductor Speaker Cable - Model: TW12S50Blue, Condition: New, Application: Connecting Pro Audio Equipment, Gauge: 12 AWG copper wire, Color: Blue, Connectors: Speakon to Speakon, Conductor Type: 2 Conductor, Length: 50 Feet, Locking: Yes - Twist Lock, Jacket: PVC Wrapped, Warranty: One Year Warranty Whether you have a permanent installation or mobile, Seismic Audio's Speakon Speaker Cables are rugged enough to handle whatever you throw at them - road ready and built to last. The quality of the cables you use to connect your sound equipment is critical if you are looking for an accurate music and sound reproduction. Awesome quality speakon speaker cables are very hard to find, especially at a decent price. The added bonus of being a Colored cable makes it easy for hook up and knowing what speaker is plugged in to what amplifier or powered mixer, etc. This cable is a true 12 Gauge speaker cable, providing you maximum sound quality and power handling capabilities. The Seismic Audio brand was designed with the notion that every musician should have access to high quality Pro Audio gear at an affordable price! With your purchase, you will receive a 50 foot Colored Speakon cable pictured and described.","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables']]",Seismic Audio - TW12S50Blue - 12 Gauge 50 Foot Blue Speakon to Speakon Professional Speaker Cable - 12AWG 2 Conductor Speaker Cable,39.99,{'Musical Instruments': 86963},,Seismic Audio,Audio Cables,"Seismic Audio - TW12S50Blue - 12 Gauge 50 Foot Blue Speakon to Speakon Professional Speaker Cable - 12AWG 2 Conductor Speaker Cable 12 Gauge 50 Foot Blue Speakon to Speakon Professional Speaker Cable - 12AWG 2 Conductor Speaker Cable - Model: TW12S50Blue, Condition: New, Application: Connecting Pro Audio Equipment, Gauge: 12 AWG copper wire, Color: Blue, Connectors: Speakon to Speakon, Conductor Type: 2 Conductor, Length: 50 Feet, Locking: Yes - Twist Lock, Jacket: PVC Wrapped, Warranty: One Year Warranty Whether you have a permanent installation or mobile, Seismic Audio's Speakon Speaker Cables are rugged enough to handle whatever you throw at them - road ready and built to last. The quality of the cables you use to connect your sound equipment is critical if you are looking for an accurate music and sound reproduction. Awesome quality speakon speaker cables are very hard to find, especially at a decent price. The added bonus of being a Colored cable makes it easy for hook up and knowing what speaker is plugged in to what amplifier or powered mixer, etc. This cable is a true 12 Gauge speaker cable, providing you maximum sound quality and power handling capabilities. The Seismic Audio brand was designed with the notion that every musician should have access to high quality Pro Audio gear at an affordable price! With your purchase, you will receive a 50 foot Colored Speakon cable pictured and described. Audio Cables"
B000EBVT8M,http://ecx.images-amazon.com/images/I/3166V7BN28L._SX300_.jpg,"Proprietary iPod connection cable for the AVR and S-Series models.Compatible with the following Denon products: S101, S301, AVR4306","[['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables']]",Denon AKP100 iPod Cable for Denon Receivers,,,,,Audio Cables,"Denon AKP100 iPod Cable for Denon Receivers Proprietary iPod connection cable for the AVR and S-Series models.Compatible with the following Denon products: S101, S301, AVR4306 Audio Cables"
